Row,Sample.ID,CSS,Farm,Field,Country,Particles.map,Particles.Map.ha,Weight.map,Kg.ha.weight.map,Particles.Mip,Area.Mip,Near.house,Near.road,Near.fields,Fence,Forest,Landfill,Industry,Crop.2022,Crop.2021,Crop.2020,Crop.2019,Crop.2018,CropDominant3,CropDominant4,Plastic,Org.fertilizer,Coating,Pesticide,Animal.manure,Compost,Cow.manure,Green.manure,Compost.manure,Chicken.manure,Orther.fert,Mulch,Irrig.pipe,Rope,Transplant.trays,Sprinkler,Tunnel,Net,Biodegradable,Perception,PH,Clay.per,Sand.per,Silt.per,OM.content,Size.m2,Slope,Road.speed,Road.distance.m,Fence.type,Forest.distance.m,Landfill.distance.m,Industry.distance
1,CSS01.01.1,1,1,1,Slovenia,1.5,15000,495.7,1.24,4,197136,yes,yes,yes,yes,yes,no,yes,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,other_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,small-medium,6.15,24.8,15.3,59.9,9.85,600,0,road_more_80,500,greenhouse,130,na,500
2,CSS01.01.2,1,1,2,Slovenia,1,10000,63.12,0.16,0,0,no,yes,no,yes,yes,no,yes,other_vegetable,greenhouse_vegetable,greenhouse_vegetable,arable_crops,na,mixed,mixed,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,small-medium,6.4,19.25,10.25,70.5,4.4,1800,0,road_more_80,500,electric_fence,130,na,500
3,CSS01.02.1,1,2,1,Slovenia,0.75,7500,74.9,0.19,3,78854.4,no,yes,yes,no,yes,no,yes,other_vegetable,other_vegetable,other_vegetable,arable_crops,na,other_vegetable,mixed,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,medium,7.1,18.6,21.55,59.85,4.95,4400,0,road_80,0,no,1000,na,2000
4,CSS01.02.2,1,2,2,Slovenia,0.5,5000,625.1,1.56,9,205021.44,yes,yes,yes,no,yes,no,yes,other_vegetable,other_vegetable,greenhouse_vegetable,na,na,mixed,mixed,no,yes,no,yes,yes,no,yes,no,no,no,no,na,na,na,na,na,na,na,no,medium,7.1,26,29.25,44.8,5.2,3500,0,road_more_80,170,no,400,na,1100
5,CSS01.03.1,1,3,1,Slovenia,3.75,37500,5949.3,14.87,4,55198.08,no,yes,yes,no,yes,no,yes,other_vegetable,fallow,fallow,other_vegetable,fallow,fallow,mixed,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,small,7.25,24.4,28.8,46.8,5,5700,0,road_50,30,no,500,na,1500
6,CSS01.03.2,1,3,2,Slovenia,0.75,7500,4500,11.25,0,0,yes,yes,yes,no,yes,no,yes,fallow,other_vegetable,fallow,other_vegetable,fallow,fallow,mixed,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,small,7.45,14.05,32.1,53.85,3.3,9600,0,road_less_50,50,no,700,na,na
7,CSS01.04.1,1,4,1,Slovenia,3.5,35000,1242.2,3.11,3,654491.52,no,yes,yes,no,yes,yes,yes,other_vegetable,greenhouse_vegetable,other_vegetable,na,na,mixed,mixed,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,large,7.2,25.25,17.45,57.3,3.35,40000,0,road_80,0,no,700,1200,1200
8,CSS01.04.2,1,4,2,Slovenia,0,0,0,0,2,15770.88,no,yes,yes,no,yes,yes,yes,arable_crops,arable_crops,na,na,na,na,mixed,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,large,5.7,42.05,5.45,52.5,4.2,4000,0,road_80,400,no,700,1400,1400
9,CSS01.05.1,1,5,1,Slovenia,8,80000,3348.9,8.37,3,23656.32,no,yes,yes,yes,yes,no,yes,arable_crops,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,medium,6.8,19.75,24.35,55.9,4.7,1600,0,dirtroad,0,greenhouse,1200,na,1000
10,CSS01.05.2,1,5,2,Slovenia,4.5,45000,4075.9,10.19,0,0,no,yes,yes,no,yes,no,yes,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,medium,7.15,15.85,20.95,63.2,5.6,1800,0,dirtroad,0,no,1200,na,1000
11,CSS01.06.1,1,6,1,Slovenia,3.5,35000,1999.4,5,31,2518083.84,no,no,yes,yes,yes,no,no,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,na,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,medium-large,6.95,22.8,13.75,63.45,3.35,1000,0,no,,greenhouse,500,na,na
12,CSS01.06.2,1,6,2,Slovenia,8.5,85000,5076.5,12.69,0,0,no,no,yes,no,yes,no,no,greenhouse_vegetable,arable_crops,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,medium-large,6.75,22.15,12.4,65.45,2.4,1400,0,no,,no,500,na,na
13,CSS01.07.1,1,7,1,Slovenia,0,0,0,0,10,662376.96,no,yes,yes,no,yes,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,small ,7.3,17.5,27,55.5,4.3,20000,3,road_80,0,no,300,na,na
14,CSS01.07.2,1,7,2,Slovenia,2,20000,1421.4,3.55,5,118281.6,no,yes,yes,no,yes,no,no,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,small ,6.05,19.45,1.9,78.65,2.3,90000,0,road_80,500,no,400,na,na
15,CSS01.08.1,1,8,1,Slovenia,1.25,12500,157.5,0.39,0,0,no,yes,yes,no,yes,no,no,other_vegetable,greenhouse_vegetable,other_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,mixed,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,medium-large,5.7,27.15,0.15,72.7,2.15,1800,0,dirtroad,0,no,0,na,na
16,CSS01.08.2,1,8,2,Slovenia,14,140000,4327.4,10.82,8,370615.68,no,yes,yes,no,yes,no,no,other_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,other_vegetable,greenhouse_vegetable,mixed,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,medium-large,6.4,18.75,2.5,78.75,2.5,2400,0,road_80,0,no,300,na,na
17,CSS01.09.1,1,9,1,Slovenia,1.5,15000,610,1.53,5,118281.6,yes,yes,yes,yes,yes,no,no,greenhouse_vegetable,arable_crops,other_vegetable,arable_crops,arable_crops,arable_crops,mixed,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,large,6.85,31.4,2.15,66.45,5,500,0,road_50,50,tunnel,1600,na,na
18,CSS01.09.2,1,9,2,Slovenia,4,40000,1520.9,3.8,8,126167.04,yes,yes,yes,no,yes,no,no,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,large,7,32.85,1.15,66,5.8,500,0,road_50,50,no,1600,na,na
19,CSS01.10.1,1,10,1,Slovenia,7.25,72500,1827.8,4.57,10,488897.28,yes,yes,yes,yes,no,no,no,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,medium,6.8,19.65,29.4,50.95,3.55,8000,0,dirtroad,0,tunnel,no,na,na
20,CSS01.10.2,1,10,2,Slovenia,0.75,7500,353.1,0.88,5,55198.08,yes,yes,yes,no,no,no,no,arable_crops,other_vegetable,other_vegetable,greenhouse_vegetable,greenhouse_vegetable,mixed,mixed,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,medium,6.5,18.45,36.8,44.75,2.1,40000,0,dirtroad,0,no,no,na,na
21,CSS02.01.1,2,1,1,Netherlands,0,0,0,0,4,173479.68,no,yes,yes,no,yes,no,no,other_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,small,na,na,na,na,na,45000,0,road_less_50,50,,50,na,na
22,CSS02.01.2,2,1,2,Netherlands,0,0,0,0,6,189250.56,no,yes,yes,no,yes,no,no,other_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,small,na,na,na,na,na,45000,0,road_less_50,50,,50,na,na
23,CSS02.03.1,2,3,1,Netherlands,0,0,0,0,3,31541.76,no,no,yes,no,yes,no,no,na,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,na,na,na,na,na,4.00E+05,0,no,,,1500,na,na
24,CSS02.03.2,2,3,2,Netherlands,0,0,0,0,0,0,no,no,yes,no,yes,no,no,na,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,na,na,na,na,na,5.00E+05,0,no,,,1500,na,na
25,CSS02.04.1,2,4,1,Netherlands,1,10000,298,0.75,0,0,yes,yes,yes,no,no,no,no,arable_crops,other_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,na,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,na,na,large,na,na,na,na,na,250000,0,road_50,300,,,na,na
26,CSS02.04.2,2,4,2,Netherlands,0.25,2500,62.7,0.16,2,70968.96,yes,yes,yes,no,no,no,no,arable_crops,other_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,na,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,na,na,large,na,na,na,na,na,250000,0,road_50,300,,,na,na
27,CSS02.05.1,2,5,1,Netherlands,3.5,35000,1337.3,3.34,9,197136,yes,yes,no,yes,no,no,no,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,large,na,na,na,na,na,na,0,road_50,100,,,na,na
28,CSS02.05.2,2,5,2,Netherlands,2.25,22500,4674.3,11.69,4,1521889.92,yes,yes,no,yes,no,no,no,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,large,na,na,na,na,na,na,0,road_50,100,,,na,na
29,CSS02.06.1,2,6,1,Netherlands,2.25,22500,665.4,1.66,4,86739.84,yes,yes,yes,no,no,no,no,na,na,na,na,na,arable_crops,arable_crops,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,small,na,na,na,na,na,na,0,road_50,500,,,na,na
30,CSS02.06.2,2,6,2,Netherlands,2.5,25000,4175.2,10.44,3,47312.64,yes,yes,yes,no,no,no,no,na,na,na,na,na,arable_crops,arable_crops,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,small,na,na,na,na,na,na,0,road_50,500,,,na,na
31,CSS02.07.1,2,7,1,Netherlands,0.75,7500,47.2,0.12,6,141937.92,no,yes,yes,no,no,no,no,arable_crops,arable_crops,arable_crops,na,na,arable_crops,mixed,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,na,na,na,na,na,28000,0,road_50,600,,,na,na
32,CSS02.07.2,2,7,2,Netherlands,19,190000,2515.6,6.29,1,1687484.16,no,yes,yes,no,no,no,no,arable_crops,other_vegetable,arable_crops,na,na,mixed,mixed,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,na,na,na,na,na,23000,0,road_50,100,,,na,na
33,CSS02.08.1,2,8,1,Netherlands,1.25,12500,43.8,0.11,9,244448.64,no,yes,yes,no,yes,yes,yes,na,na,na,na,na,arable_crops,arable_crops,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,medium,na,na,na,na,na,9.00E+05,0,road_50,300,,,na,na
34,CSS02.08.2,2,8,2,Netherlands,2,20000,37.7,0.09,9,149823.36,no,yes,yes,no,yes,yes,yes,na,na,na,na,na,arable_crops,arable_crops,yes,no,na,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,medium,na,na,na,na,na,910000,0,road_50,300,,,na,na
35,CSS02.09.1,2,9,1,Netherlands,2,20000,54.4,0.14,0,0,no,yes,yes,no,no,yes,no,na,other_vegetable,arable_crops,arable_crops,other_vegetable,mixed,mixed,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,small,na,na,na,na,na,na,0,road_50,600,,,na,na
36,CSS02.09.2,2,9,2,Netherlands,2.25,22500,154.5,0.39,8,126167.04,no,yes,yes,no,no,yes,no,na,other_vegetable,arable_crops,arable_crops,other_vegetable,mixed,mixed,yes,no,yes,yes,no,no,no,no,yes,no,no,oelle,yes,no,no,no,no,no,no,small,na,na,na,na,na,na,0,road_50,600,,,na,na
37,CSS03.01.1,3,1,1,UK,4.25,42500,2922.9,7.31,0,0,no,na,yes,yes,yes,no,no,arable_crops,arable_crops,arable_crops,other_vegetable,other_vegetable,arable_crops,mixed,yes,yes,no,na,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,medium-large,na,na,na,na,na,160000,0,na,na,,0,na,na
38,CSS03.01.2,3,1,2,UK,0.25,2500,3.4,0.01,2,197136,no,na,yes,yes,yes,no,no,other_vegetable,arable_crops,arable_crops,other_vegetable,other_vegetable,other_vegetable,mixed,no,no,yes,na,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium-large,na,na,na,na,na,70000,10,na,na,,0,na,na
39,CSS03.02.1,3,2,1,UK,1.25,12500,258,0.65,4,141937.92,no,na,yes,yes,yes,no,no,arable_crops,na,na,na,na,arable_crops,arable_crops,no,yes,yes,na,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,small,na,na,na,na,na,60000,10,na,na,,0,na,na
40,CSS03.02.2,3,2,2,UK,0,0,0,0,0,0,no,na,yes,yes,yes,no,no,other_vegetable,na,na,na,na,arable_crops,mixed,no,no,no,na,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,small,na,na,na,na,na,30000,10,na,na,,0,na,na
41,CSS03.03.1,3,3,1,UK,0.25,2500,17,0.04,2,31541.76,no,na,yes,yes,no,no,no,na,na,na,na,na,arable_crops,arable_crops,yes,no,no,na,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,medium,na,na,na,na,na,80000,0,na,na,,,na,na
42,CSS03.03.2,3,3,2,UK,0,0,0,0,0,0,no,na,yes,yes,no,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,no,no,na,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,na,na,na,na,na,70000,10,na,na,,,na,na
43,CSS03.04.1,3,4,1,UK,0.75,7500,132.1,0.33,4,39427.2,no,na,yes,yes,no,no,no,other_vegetable,na,na,na,na,other_vegetable,other_vegetable,yes,yes,no,na,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,medium-large,na,na,na,na,na,140000,0,na,na,,,na,na
44,CSS03.04.2,3,4,2,UK,0,0,0,0,2,23656.32,no,na,yes,no,no,no,no,na,na,na,na,na,arable_crops,arable_crops,no,no,no,na,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium-large,na,na,na,na,na,70000,0,na,na,,,na,na
45,CSS03.05.1,3,5,1,UK,0.5,5000,22.6,0.06,1,110396.16,no,yes,yes,yes,yes,no,no,other_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,yes,no,no,no,no,no,no,no,no,no,no,yes,na,no,no,no,no,no,no,small-medium,na,na,na,na,na,340000,0,road_80,0,,0,na,na
46,CSS03.05.2,3,5,2,UK,0,0,0,0,1,118281.6,no,yes,yes,no,no,no,no,other_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,yes,no,no,no,no,no,no,no,no,no,no,yes,na,no,no,no,no,no,no,small-medium,na,na,na,na,na,110000,0,road_80,0,,,na,na
47,CSS03.06.1,3,6,1,UK,0,0,0,0,11.5,236563.2,yes,yes,yes,yes,no,no,no,arable_crops,na,na,na,na,arable_crops,arable_crops,no,yes,no,na,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,small-medium,na,na,na,na,na,50000,0,road_50,50,,,na,na
48,CSS03.06.2,3,6,2,UK,0,0,0,0,2,47312.64,no,yes,yes,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,no,no,no,na,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,small-medium,na,na,na,na,na,50000,25,road_more_80,0,,0,na,na
49,CSS03.07.1,3,7,1,UK,1,10000,3263.3,8.16,17,197136,no,no,yes,no,no,no,no,other_vegetable,other_vegetable,other_vegetable,arable_crops,arable_crops,other_vegetable,mixed,yes,yes,no,na,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,medium-large,na,na,na,na,na,10000,10,no,na,,,na,na
50,CSS03.07.2,3,7,2,UK,0,0,0,0,2,15770.88,no,no,yes,no,no,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,na,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,medium-large,na,na,na,na,na,10000,0,no,na,,,na,na
51,CSS03.08.1,3,8,1,UK,11,110000,455.4,1.14,10,165594.24,no,no,yes,no,no,no,no,other_vegetable,arable_crops,arable_crops,other_vegetable,greenhouse_vegetable,mixed,mixed,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,medium-large,na,na,na,na,na,13000,0,no,na,,,na,na
52,CSS03.08.2,3,8,2,UK,0.25,2500,16.2,0.04,9,149823.36,no,no,yes,no,no,no,no,other_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,medium-large,na,na,na,na,na,4000,0,no,na,,,na,na
53,CSS03.09.1,3,9,1,UK,2.75,27500,2244,5.61,1,1789994.88,yes,yes,yes,yes,no,no,no,other_vegetable,na,na,na,na,arable_crops,mixed,yes,yes,no,na,no,yes,no,no,no,no,na,yes,no,no,no,no,no,no,no,medium,na,na,na,na,na,80000,10,road_80,0,,,na,na
54,CSS03.09.2,3,9,2,UK,2.75,27500,1666.9,4.17,4,39427.2,no,na,yes,yes,yes,no,no,arable_crops,na,na,na,na,arable_crops,arable_crops,no,no,no,na,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,na,na,na,na,na,110000,10,na,na,,400,na,na
55,CSS03.10.1,3,10,1,UK,0,0,0,0,0,0,no,no,yes,yes,no,no,no,other_vegetable,arable_crops,other_vegetable,na,na,mixed,mixed,yes,yes,no,na,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,medium,na,na,na,na,na,10000,0,no,na,,,na,na
56,CSS03.10.2,3,10,2,UK,0,0,0,0,6,94625.28,no,no,yes,yes,no,no,no,fallow,other_vegetable,other_vegetable,other_vegetable,arable_crops,other_vegetable,mixed,yes,yes,no,na,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,medium,na,na,na,na,na,30000,0,no,na,,,na,na
57,CSS04.01.1,4,1,1,Estland,1.25,12500,15972.7,39.93,2,31541.76,no,yes,yes,no,no,no,no,arable_crops,greenhouse_vegetable,other_vegetable,arable_crops,greenhouse_vegetable,mixed,mixed,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,medium,6.02,29.65,55.345,15.01,1.465,10000,3,,,,,na,na
58,CSS04.01.2,4,1,2,Estland,0,0,0,0,4,228677.76,no,yes,yes,no,no,no,no,arable_crops,arable_crops,greenhouse_vegetable,other_vegetable,other_vegetable,mixed,mixed,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,medium,6.505,28.765,56.405,14.835,1.535,10000,3,,,,,na,na
59,CSS04.02.1,4,2,1,Estland,0,0,0,0,12,378501.12,yes,yes,yes,no,no,no,no,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,small,5.39,20.625,67.635,11.74,1.56,16300,1,,,,,na,na
60,CSS04.02.2,4,2,2,Estland,0,0,0,0,4,465240.96,yes,yes,yes,no,no,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,na,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,small,5.645,21.995,65.135,12.87,1.23,21200,1,,,,,na,na
61,CSS04.03.1,4,3,1,Estland,5.75,57500,996.2,2.49,3,31541.76,no,yes,yes,no,yes,no,no,arable_crops,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,large,5.675,26.03,59.915,14.06,1.18,60000,0,,,,,na,na
62,CSS04.03.2,4,3,2,Estland,0,0,0,0,11,275990.4,no,yes,yes,no,no,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,large,5.79,21.26,64.035,14.705,1.73,1000,0,,,,,na,na
63,CSS04.04.1,4,4,1,Estland,1.25,12500,806.6,2.02,14,275990.4,yes,yes,yes,no,yes,no,yes,arable_crops,arable_crops,arable_crops,greenhouse_vegetable,greenhouse_vegetable,arable_crops,mixed,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,medium-large,7.08,31.885,49.58,18.535,2.66,18200,2,,,,,na,na
64,CSS04.04.2,4,4,2,Estland,0,0,0,0,5,78854.4,yes,yes,yes,no,yes,no,yes,arable_crops,arable_crops,arable_crops,arable_crops,other_vegetable,arable_crops,arable_crops,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium-large,7.11,39.935,41.89,18.175,3.38,15600,2,,,,,na,na
65,CSS04.05.1,4,5,1,Estland,0.25,2500,3.6,0.01,431,49415424,no,yes,yes,no,yes,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,medium,5.395,16.655,72.38,10.965,2.16,320400,0,,,,,na,na
66,CSS04.05.2,4,5,2,Estland,0,0,0,0,7,134052.48,no,yes,yes,no,yes,no,no,arable_crops,arable_crops,other_vegetable,arable_crops,other_vegetable,arable_crops,mixed,no,na,no,yes,na,na,na,na,na,na,na,no,no,no,no,no,no,no,no,medium,4.025,18.285,70.81,10.905,1.785,246400,0,,,,,na,na
67,CSS04.06.1,4,6,1,Estland,2.25,22500,716.4,1.79,0,0,no,yes,yes,yes,yes,no,no,other_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,medium,5.63,15.305,73.475,11.215,2.21,132700,0,,,,,na,na
68,CSS04.06.2,4,6,2,Estland,0,0,0,0,2,15770.88,no,yes,yes,no,yes,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,4.355,16.92,72.54,10.545,1.84,216400,0,,,,,na,na
69,CSS04.07.1,4,7,1,Estland,0,0,0,0,1,55198.08,yes,yes,yes,no,yes,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,medium,6.405,35.635,42.995,21.365,3.23,6610,0,,,,,na,na
70,CSS04.07.2,4,7,2,Estland,0,0,0,0,5,126167.04,no,yes,yes,no,yes,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,6.075,36.855,42.435,20.71,2.9,131800,0,,,,,na,na
71,CSS04.08.1,4,8,1,Estland,1.5,15000,3241.3,8.1,7,78854.4,yes,yes,yes,yes,no,no,no,arable_crops,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,medium,5.41,29.93,57.765,12.305,1.78,33000,2,,,,,na,na
72,CSS04.08.2,4,8,2,Estland,0.5,5000,246,0.62,5,70968.96,yes,yes,yes,no,no,no,no,greenhouse_vegetable,arable_crops,fallow,other_vegetable,other_vegetable,mixed,mixed,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,medium,5.235,31.32,54.995,13.685,1.635,5000,1,,,,,na,na
73,CSS04.09.1,4,9,1,Estland,1.25,12500,5327.7,13.32,0,0,no,yes,yes,no,yes,no,no,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,arable_crops,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,medium-large,7.26,26.795,53.2,20.005,3,6000,0,,,,,na,na
74,CSS04.09.2,4,9,2,Estland,0,0,0,0,2,39427.2,no,yes,no,no,yes,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium-large,6.695,37.745,42.12,20.13,6.99,26000,0,,,,,na,na
75,CSS04.10.1,4,10,1,Estland,0,0,0,0,2,15770.88,no,yes,yes,no,no,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,medium-large,6.965,19.48,65.73,14.79,1.575,177000,1,,,,,na,na
76,CSS04.10.2,4,10,2,Estland,0,0,0,0,5,47312.64,no,yes,yes,no,yes,no,no,arable_crops,arable_crops,other_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium-large,6.97,35.58,54.605,9.815,5.83,238000,0,,,,,na,na
